paper_no,paper_key,title,year,field,field_hint,reported,value,unit,evidence_quote,notes
37,10.48550_arxiv.2210.12697,Tetragonal Mexican-Hat Dispersion and Switchable Half-Metal State with Multiple Anisotropi,2022,energy_threshold_ev,SCF / total-energy convergence criterion,y,10^-8,eV,convergence criteria of 10−8 eV ... for the electronic iteration,
37,10.48550_arxiv.2210.12697,Tetragonal Mexican-Hat Dispersion and Switchable Half-Metal State with Multiple Anisotropi,2022,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,25,Å,large vacuum layer (25 ˚A),
37,10.48550_arxiv.2210.12697,Tetragonal Mexican-Hat Dispersion and Switchable Half-Metal State with Multiple Anisotropi,2022,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP uses plane wave basis set
38,10.48550_arxiv.2305.08111,Electronic band structure change with structural transition of buckled Au$_2$X monolayers ,2023,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,OpenMX,,using the OpenMX code,
38,10.48550_arxiv.2305.08111,Electronic band structure change with structural transition of buckled Au$_2$X monolayers ,2023,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA,,generalized gradient approximation (GGA),
38,10.48550_arxiv.2305.08111,Electronic band structure change with structural transition of buckled Au$_2$X monolayers ,2023,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,norm-conserving,,based on norm-conserving pseudopotentials,
38,10.48550_arxiv.2305.08111,Electronic band structure change with structural transition of buckled Au$_2$X monolayers ,2023,k_mesh,e.g. 15x15x1; write as printed,y,5 x 5 x 1,,A 5 × 5 × 1 mesh of k points was adopted,
38,10.48550_arxiv.2305.08111,Electronic band structure change with structural transition of buckled Au$_2$X monolayers ,2023,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,240,Ry,regular mesh of 240 Ry in real space was used,
38,10.48550_arxiv.2305.08111,Electronic band structure change with structural transition of buckled Au$_2$X monolayers ,2023,force_threshold_ev_ang,force convergence criterion,y,0.0003,Hartree/Bohr,force on each atom was relaxed to be less than 0.0003 Hartree/Bohr,
38,10.48550_arxiv.2305.08111,Electronic band structure change with structural transition of buckled Au$_2$X monolayers ,2023,energy_threshold_ev,SCF / total-energy convergence criterion,n,,,,Not explicitly stated
38,10.48550_arxiv.2305.08111,Electronic band structure change with structural transition of buckled Au$_2$X monolayers ,2023,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,n,,,,Not explicitly stated
38,10.48550_arxiv.2305.08111,Electronic band structure change with structural transition of buckled Au$_2$X monolayers ,2023,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",y,"e.g., s3p2d2f1 for Au",,"optimized pseudoatomic basis functions... Au7.0-s3p2d2f1 means that three, two, two, and one optimized radial functions were allocated for the s, p, d, and f orbitals",
39,10.48550_arxiv.2312.06394,Many-body effects on the quasiparticle band structure and optical response of single-layer,2023,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,quantum espresso,,as implemented in the quantum espresso package,
39,10.48550_arxiv.2312.06394,Many-body effects on the quasiparticle band structure and optical response of single-layer,2023,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE / HSE06,,GGA-PBE ... and the screened hybrid functional ... (HSE06),
39,10.48550_arxiv.2312.06394,Many-body effects on the quasiparticle band structure and optical response of single-layer,2023,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,ON-CVPSP norm-conserving,,Fully relativistic ON-CVPSP [35] norm-conserving pseudopotentials,
39,10.48550_arxiv.2312.06394,Many-body effects on the quasiparticle band structure and optical response of single-layer,2023,k_mesh,e.g. 15x15x1; write as printed,y,14 x 14 x 1,,Monkhorst-Pack Γ-centered k-mesh of 14×14×1,
39,10.48550_arxiv.2312.06394,Many-body effects on the quasiparticle band structure and optical response of single-layer,2023,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,96,Ry,kinetic energy cutoﬀof 96 Ry was adopted,
39,10.48550_arxiv.2312.06394,Many-body effects on the quasiparticle band structure and optical response of single-layer,2023,force_threshold_ev_ang,force convergence criterion,y,10^-5,Ry/Bohr,force convergence criterion of 1×10−5 Ry/Bohr,
39,10.48550_arxiv.2312.06394,Many-body effects on the quasiparticle band structure and optical response of single-layer,2023,energy_threshold_ev,SCF / total-energy convergence criterion,n,,,,Not explicitly stated
39,10.48550_arxiv.2312.06394,Many-body effects on the quasiparticle band structure and optical response of single-layer,2023,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,16,Å,vacuum spacing of ∼16 ˚A was used,
39,10.48550_arxiv.2312.06394,Many-body effects on the quasiparticle band structure and optical response of single-layer,2023,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,QE uses plane waves
40,10.48550_arxiv.2401.05429,First-principles calculations of the electronic and optical properties of penta-graphene m,2024,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,QUANTUM ESPRESSO,,QUANTUM-ESPRESSO computational package,
40,10.48550_arxiv.2401.05429,First-principles calculations of the electronic and optical properties of penta-graphene m,2024,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,The PBE ... functional of generalized gradient approximation (GGA),
40,10.48550_arxiv.2401.05429,First-principles calculations of the electronic and optical properties of penta-graphene m,2024,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,norm-conserving,,Martin-Taylor pseudopotential ... which is of norm-conserving type,
40,10.48550_arxiv.2401.05429,First-principles calculations of the electronic and optical properties of penta-graphene m,2024,k_mesh,e.g. 15x15x1; write as printed,y,14 x 14 x 1,,optimal number of k-points of 14 × 14 × 1,
40,10.48550_arxiv.2401.05429,First-principles calculations of the electronic and optical properties of penta-graphene m,2024,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,50,Ry,energy cutoff of 50 Ry,
40,10.48550_arxiv.2401.05429,First-principles calculations of the electronic and optical properties of penta-graphene m,2024,force_threshold_ev_ang,force convergence criterion,y,10^-5,eV/Å,force convergence threshold was set to around 10−5 eV/Å,
40,10.48550_arxiv.2401.05429,First-principles calculations of the electronic and optical properties of penta-graphene m,2024,energy_threshold_ev,SCF / total-energy convergence criterion,y,10^-4,eV/atom,convergence threshold for the total energy was set to around 10−4 eV/atom,
40,10.48550_arxiv.2401.05429,First-principles calculations of the electronic and optical properties of penta-graphene m,2024,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,15,Å,vacuum distance of 15 Å,
40,10.48550_arxiv.2401.05429,First-principles calculations of the electronic and optical properties of penta-graphene m,2024,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,QE uses plane waves
41,10.48550_arxiv.2406.13096,Electric field enhances the electronic and diffusion properties of penta-graphene nanoribb,2024,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP / AMS,,Vienna Ab initio simulation package (VASP) ... BAND engine of the Amsterdam Modeling Suite (AMS),
41,10.48550_arxiv.2406.13096,Electric field enhances the electronic and diffusion properties of penta-graphene nanoribb,2024,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,vdW-DF / optB86b-vdW / HSE06,,optB86b-vdW ... in the vdW-DF family ... Heyd-Scuseria-Ernzerhof (HSE06),
41,10.48550_arxiv.2406.13096,Electric field enhances the electronic and diffusion properties of penta-graphene nanoribb,2024,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,projector-augmented wave (PAW) method,
41,10.48550_arxiv.2406.13096,Electric field enhances the electronic and diffusion properties of penta-graphene nanoribb,2024,k_mesh,e.g. 15x15x1; write as printed,y,11 x 1 x 1 / 7 x 1 x 1,,Monkhorst-Pack scheme [28] (11 x 1 x 1) ... k-point grid of 7 x 1 x 1,
41,10.48550_arxiv.2406.13096,Electric field enhances the electronic and diffusion properties of penta-graphene nanoribb,2024,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,500,eV,energy cut-off of 500 eV,
41,10.48550_arxiv.2406.13096,Electric field enhances the electronic and diffusion properties of penta-graphene nanoribb,2024,force_threshold_ev_ang,force convergence criterion,y,0.01,eV/Å,forces acting on atoms were less than 0.01 eV Å-1,
41,10.48550_arxiv.2406.13096,Electric field enhances the electronic and diffusion properties of penta-graphene nanoribb,2024,energy_threshold_ev,SCF / total-energy convergence criterion,y,10^-5,eV/cell,convergence threshold ... was set to 10-5 eV per cell,
41,10.48550_arxiv.2406.13096,Electric field enhances the electronic and diffusion properties of penta-graphene nanoribb,2024,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,20,Å,vacuum of 20 Å is applied,
41,10.48550_arxiv.2406.13096,Electric field enhances the electronic and diffusion properties of penta-graphene nanoribb,2024,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",y,TZP,,apply the triple zeta polarization (TZP) basic sets,
42,10.48550_arxiv.2411.06186,"Defect engineering in two-dimensional pentagonal PdTe$_2$: Tuning electronic, optical, and",2024,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,Vienna Ab-initio Simulation Package (VASP),
42,10.48550_arxiv.2411.06186,"Defect engineering in two-dimensional pentagonal PdTe$_2$: Tuning electronic, optical, and",2024,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,generalized gradient approximation (GGA) with the Perdew-Burke-Ernzerhof (PBE),
42,10.48550_arxiv.2411.06186,"Defect engineering in two-dimensional pentagonal PdTe$_2$: Tuning electronic, optical, and",2024,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,projector augmented wave pseudopotentials,
42,10.48550_arxiv.2411.06186,"Defect engineering in two-dimensional pentagonal PdTe$_2$: Tuning electronic, optical, and",2024,k_mesh,e.g. 15x15x1; write as printed,y,14 x 14 x 1 / 3 x 3 x 1,,Γ-centred k meshes of 14×14×1 and 3×3×1 were employed,
42,10.48550_arxiv.2411.06186,"Defect engineering in two-dimensional pentagonal PdTe$_2$: Tuning electronic, optical, and",2024,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,500,eV,kinetic energy cutoff of 500 eV,
42,10.48550_arxiv.2411.06186,"Defect engineering in two-dimensional pentagonal PdTe$_2$: Tuning electronic, optical, and",2024,force_threshold_ev_ang,force convergence criterion,y,10^-2,eV,force on each atom was less than 1×10−2 eV,
42,10.48550_arxiv.2411.06186,"Defect engineering in two-dimensional pentagonal PdTe$_2$: Tuning electronic, optical, and",2024,energy_threshold_ev,SCF / total-energy convergence criterion,n,,,,Not explicitly stated
42,10.48550_arxiv.2411.06186,"Defect engineering in two-dimensional pentagonal PdTe$_2$: Tuning electronic, optical, and",2024,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,21,Å,vacuum of 21 ˚A was used,
42,10.48550_arxiv.2411.06186,"Defect engineering in two-dimensional pentagonal PdTe$_2$: Tuning electronic, optical, and",2024,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP uses plane waves
43,10.48550_arxiv.2412.16857,Altermagnetism and Strain Induced Altermagnetic Transition in Cairo Pentagonal Monolayer,2024,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,Vienna Ab initio Simulation Package (VASP),
43,10.48550_arxiv.2412.16857,Altermagnetism and Strain Induced Altermagnetic Transition in Cairo Pentagonal Monolayer,2024,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE / GGA+U,,generalized gradient approximation (GGA) with the Perdew-Burke-Ernzerhof (PBE) functional ... GGA + U approach,
43,10.48550_arxiv.2412.16857,Altermagnetism and Strain Induced Altermagnetic Transition in Cairo Pentagonal Monolayer,2024,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,Projector-augmented-wave (PAW) potential,
43,10.48550_arxiv.2412.16857,Altermagnetism and Strain Induced Altermagnetic Transition in Cairo Pentagonal Monolayer,2024,k_mesh,e.g. 15x15x1; write as printed,y,15 x 15 x 1,,15 × 15 × 1 Monkhorst-Pack k point mesh was used,
43,10.48550_arxiv.2412.16857,Altermagnetism and Strain Induced Altermagnetic Transition in Cairo Pentagonal Monolayer,2024,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,600,eV,energy cutoff was set to be 600 eV,
43,10.48550_arxiv.2412.16857,Altermagnetism and Strain Induced Altermagnetic Transition in Cairo Pentagonal Monolayer,2024,force_threshold_ev_ang,force convergence criterion,y,0.015,eV/Å,0.015 eV/Å ... convergence criterion for residual force,
43,10.48550_arxiv.2412.16857,Altermagnetism and Strain Induced Altermagnetic Transition in Cairo Pentagonal Monolayer,2024,energy_threshold_ev,SCF / total-energy convergence criterion,y,10^-6,eV,10−6 eV as the convergence criterion for ... total-energy,
43,10.48550_arxiv.2412.16857,Altermagnetism and Strain Induced Altermagnetic Transition in Cairo Pentagonal Monolayer,2024,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,n,,,,Not explicitly stated
43,10.48550_arxiv.2412.16857,Altermagnetism and Strain Induced Altermagnetic Transition in Cairo Pentagonal Monolayer,2024,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP uses plane wave basis
44,10.48550_arxiv.2503.04035,Unveiling the Oxidation Mechanisms of Octa-Penta Graphene: A Multidimensional Exploration ,2025,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,Vienna ab initio Simulation Package (VASP),
44,10.48550_arxiv.2503.04035,Unveiling the Oxidation Mechanisms of Octa-Penta Graphene: A Multidimensional Exploration ,2025,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE / DFT-D3,,GGA with the Perdew-Burke-Ernzerhof (PBE) exchange functional ... DFT-D3 method,
44,10.48550_arxiv.2503.04035,Unveiling the Oxidation Mechanisms of Octa-Penta Graphene: A Multidimensional Exploration ,2025,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,projector-augmented wave (PAW) method,
44,10.48550_arxiv.2503.04035,Unveiling the Oxidation Mechanisms of Octa-Penta Graphene: A Multidimensional Exploration ,2025,k_mesh,e.g. 15x15x1; write as printed,y,3 x 3 x 1 / 2 x 2 x 1,,Gamma-centered k-point meshes ... (3 × 3 × 1) ... (2 × 2 × 1),
44,10.48550_arxiv.2503.04035,Unveiling the Oxidation Mechanisms of Octa-Penta Graphene: A Multidimensional Exploration ,2025,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,500,eV,energy cutoff of the plane wave basis was set to 500 eV,
44,10.48550_arxiv.2503.04035,Unveiling the Oxidation Mechanisms of Octa-Penta Graphene: A Multidimensional Exploration ,2025,force_threshold_ev_ang,force convergence criterion,y,0.02,eV/Å,force on each atom was less than 0.02 eV/Å,
44,10.48550_arxiv.2503.04035,Unveiling the Oxidation Mechanisms of Octa-Penta Graphene: A Multidimensional Exploration ,2025,energy_threshold_ev,SCF / total-energy convergence criterion,y,10^-5,eV,convergence accuracy for energy was 10-5 eV,
44,10.48550_arxiv.2503.04035,Unveiling the Oxidation Mechanisms of Octa-Penta Graphene: A Multidimensional Exploration ,2025,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,12,Å,vacuum region exceeding 12 Å was maintained,
44,10.48550_arxiv.2503.04035,Unveiling the Oxidation Mechanisms of Octa-Penta Graphene: A Multidimensional Exploration ,2025,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP uses plane wave basis
45,10.48550_arxiv.2507.17247,Mechanically and electrically switchable triferroic altermagnet in a pentagonal FeO2 monol,2025,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,Vienna ab-initio simulation package (VASP),
45,10.48550_arxiv.2507.17247,Mechanically and electrically switchable triferroic altermagnet in a pentagonal FeO2 monol,2025,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE / PBE-D3 / DFT+U,,generalized gradient approximation ... Grimme’s D3 form vdW correction was applied to the Perdew Burke Ernzerhof (PBE) ... DFT+U method,
45,10.48550_arxiv.2507.17247,Mechanically and electrically switchable triferroic altermagnet in a pentagonal FeO2 monol,2025,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,projector augmented wave method,
45,10.48550_arxiv.2507.17247,Mechanically and electrically switchable triferroic altermagnet in a pentagonal FeO2 monol,2025,k_mesh,e.g. 15x15x1; write as printed,y,8 x 8 x 1,,An 8×8×1 k-mesh was adopted,
45,10.48550_arxiv.2507.17247,Mechanically and electrically switchable triferroic altermagnet in a pentagonal FeO2 monol,2025,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,700 / 500,eV,cut-offs of 700 eV and 500 eV ... for structural relaxations and electronic calculations,
45,10.48550_arxiv.2507.17247,Mechanically and electrically switchable triferroic altermagnet in a pentagonal FeO2 monol,2025,force_threshold_ev_ang,force convergence criterion,y,0.01,eV/Å,residual force per atom was less than 0.01 eV/Å,
45,10.48550_arxiv.2507.17247,Mechanically and electrically switchable triferroic altermagnet in a pentagonal FeO2 monol,2025,energy_threshold_ev,SCF / total-energy convergence criterion,n,,,,Not explicitly stated
45,10.48550_arxiv.2507.17247,Mechanically and electrically switchable triferroic altermagnet in a pentagonal FeO2 monol,2025,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,15,Å,"vacuum layer, over 15 Å in thickness",
45,10.48550_arxiv.2507.17247,Mechanically and electrically switchable triferroic altermagnet in a pentagonal FeO2 monol,2025,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP uses plane wave basis
46,10.48550_arxiv.2508.00704,XANES absorption spectra of penta-graphene and penta-SiC2 with different terminations: a c,2025,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,QUANTUM ESPRESSO,,QUANTUM ESPRESSO suite,
46,10.48550_arxiv.2508.00704,XANES absorption spectra of penta-graphene and penta-SiC2 with different terminations: a c,2025,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,PBE,,Perdew–Burke–Ernzerhof (PBE) [53] was used for the exchange-correlation potential,
46,10.48550_arxiv.2508.00704,XANES absorption spectra of penta-graphene and penta-SiC2 with different terminations: a c,2025,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW / ultra-soft,,ultra-soft core-hole pseudopotentials ... projector augmented wave (PAW),
46,10.48550_arxiv.2508.00704,XANES absorption spectra of penta-graphene and penta-SiC2 with different terminations: a c,2025,k_mesh,e.g. 15x15x1; write as printed,y,1 x 1 x 1 / 2 x 2 x 1 / 4 x 4 x 1,,1 × 1 × 1 k-point sampling ... 2 × 2 × 1 k-point sampling ... 4 × 4 × 1 k-point grid,
46,10.48550_arxiv.2508.00704,XANES absorption spectra of penta-graphene and penta-SiC2 with different terminations: a c,2025,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,544,eV,cut-off value for the kinetic energy of 544 eV,
46,10.48550_arxiv.2508.00704,XANES absorption spectra of penta-graphene and penta-SiC2 with different terminations: a c,2025,force_threshold_ev_ang,force convergence criterion,y,0.0136,eV/Å,force criteria below ... 0.0136 eV Å−1,
46,10.48550_arxiv.2508.00704,XANES absorption spectra of penta-graphene and penta-SiC2 with different terminations: a c,2025,energy_threshold_ev,SCF / total-energy convergence criterion,y,0.00136,eV,total energy ... criteria below 0.00136 eV,
46,10.48550_arxiv.2508.00704,XANES absorption spectra of penta-graphene and penta-SiC2 with different terminations: a c,2025,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,20,Å,supercell dimension of 2.0 nm to avoid spurious interactions,
46,10.48550_arxiv.2508.00704,XANES absorption spectra of penta-graphene and penta-SiC2 with different terminations: a c,2025,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,QUANTUM ESPRESSO uses plane wave basis
47,10.48550_arxiv.2510.13107,First-Principles Exploration of Pentagonal TiN$_8$ and MoN$_8$ Monolayers as New Magnetic ,2025,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,Vienna ab initio Simulation Package (VASP),
47,10.48550_arxiv.2510.13107,First-Principles Exploration of Pentagonal TiN$_8$ and MoN$_8$ Monolayers as New Magnetic ,2025,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE / DFT+U / DFT-D3,,GGA in the Perdew-Burke-Ernzerhof (PBE) form ... DFT+U ... DFT-D3 method,
47,10.48550_arxiv.2510.13107,First-Principles Exploration of Pentagonal TiN$_8$ and MoN$_8$ Monolayers as New Magnetic ,2025,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,PAW,,projector-augmented wave (PAW) method,
47,10.48550_arxiv.2510.13107,First-Principles Exploration of Pentagonal TiN$_8$ and MoN$_8$ Monolayers as New Magnetic ,2025,k_mesh,e.g. 15x15x1; write as printed,y,11 x 11 x 1,,11 × 11 × 1 Gamma-centered k-mesh,
47,10.48550_arxiv.2510.13107,First-Principles Exploration of Pentagonal TiN$_8$ and MoN$_8$ Monolayers as New Magnetic ,2025,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,600,eV,kinetic energy cutoff of 600 eV,
47,10.48550_arxiv.2510.13107,First-Principles Exploration of Pentagonal TiN$_8$ and MoN$_8$ Monolayers as New Magnetic ,2025,force_threshold_ev_ang,force convergence criterion,y,0.005,eV/Å,Hellmann-Feynman forces were below 0.005 eV/Å,
47,10.48550_arxiv.2510.13107,First-Principles Exploration of Pentagonal TiN$_8$ and MoN$_8$ Monolayers as New Magnetic ,2025,energy_threshold_ev,SCF / total-energy convergence criterion,y,10^-6,eV,total energy difference was less than 10−6 eV,
47,10.48550_arxiv.2510.13107,First-Principles Exploration of Pentagonal TiN$_8$ and MoN$_8$ Monolayers as New Magnetic ,2025,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,15,Å,vacuum width of 15 Å was added,
47,10.48550_arxiv.2510.13107,First-Principles Exploration of Pentagonal TiN$_8$ and MoN$_8$ Monolayers as New Magnetic ,2025,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP uses plane wave basis
48,10.56042_ijc.v63i9.10558,First-principles study of optical aspects of Penta-graphene monolayer under strain effects,2024,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,Wien2k,,Wien2k computational code,
48,10.56042_ijc.v63i9.10558,First-principles study of optical aspects of Penta-graphene monolayer under strain effects,2024,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,GGA generalized gradient approximation ... (PBE) method is used,
48,10.56042_ijc.v63i9.10558,First-principles study of optical aspects of Penta-graphene monolayer under strain effects,2024,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",y,FP-LAPW,,linear amplified flat wave method with the full potential,
48,10.56042_ijc.v63i9.10558,First-principles study of optical aspects of Penta-graphene monolayer under strain effects,2024,k_mesh,e.g. 15x15x1; write as printed,y,1 x 12 x 12 / 1 x 25 x 25,,1×12×12 and 1×25×25 meshing,
48,10.56042_ijc.v63i9.10558,First-principles study of optical aspects of Penta-graphene monolayer under strain effects,2024,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,7 / 14,Ry^(1/2),"RMTKmax = 7, Gmax = 14 Ry1/2",
48,10.56042_ijc.v63i9.10558,First-principles study of optical aspects of Penta-graphene monolayer under strain effects,2024,force_threshold_ev_ang,force convergence criterion,n,,,,Not explicitly stated
48,10.56042_ijc.v63i9.10558,First-principles study of optical aspects of Penta-graphene monolayer under strain effects,2024,energy_threshold_ev,SCF / total-energy convergence criterion,n,,,,Not explicitly stated
48,10.56042_ijc.v63i9.10558,First-principles study of optical aspects of Penta-graphene monolayer under strain effects,2024,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,n,,,,Not explicitly stated
48,10.56042_ijc.v63i9.10558,First-principles study of optical aspects of Penta-graphene monolayer under strain effects,2024,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,Wien2k uses FP-LAPW basis
49,10.7498_aps.70.20201939,Thermoelectric transport properties of two-dimensional materials &lt;i&gt;X&lt;/i&gt;Te&lt,2021,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,VASP,
49,10.7498_aps.70.20201939,Thermoelectric transport properties of two-dimensional materials &lt;i&gt;X&lt;/i&gt;Te&lt,2021,xc_functional,"e.g. PBE, PBEsol, LDA, HSE06",y,GGA / PBE,,GGA ... PBE,
49,10.7498_aps.70.20201939,Thermoelectric transport properties of two-dimensional materials &lt;i&gt;X&lt;/i&gt;Te&lt,2021,pseudopotential_type,"e.g. PAW, norm-conserving, ultrasoft",n,,,,Not explicitly stated
49,10.7498_aps.70.20201939,Thermoelectric transport properties of two-dimensional materials &lt;i&gt;X&lt;/i&gt;Te&lt,2021,k_mesh,e.g. 15x15x1; write as printed,y,15 x 15 x 1,,15 × 15 × 1,
49,10.7498_aps.70.20201939,Thermoelectric transport properties of two-dimensional materials &lt;i&gt;X&lt;/i&gt;Te&lt,2021,cutoff,"the basis cutoff FOR THIS CODE: plane-wave cutoff (eV or Ry) for VASP/QE/CASTEP, or mesh cutoff (Ry) for SIESTA. One value only.",y,500,eV,500 eV,
49,10.7498_aps.70.20201939,Thermoelectric transport properties of two-dimensional materials &lt;i&gt;X&lt;/i&gt;Te&lt,2021,force_threshold_ev_ang,force convergence criterion,y,0.001,eV/Å,0.001 eV/Å,
49,10.7498_aps.70.20201939,Thermoelectric transport properties of two-dimensional materials &lt;i&gt;X&lt;/i&gt;Te&lt,2021,energy_threshold_ev,SCF / total-energy convergence criterion,y,10^-7,eV,10–7 eV,
49,10.7498_aps.70.20201939,Thermoelectric transport properties of two-dimensional materials &lt;i&gt;X&lt;/i&gt;Te&lt,2021,vacuum_spacing_ang,vacuum thickness along the non-periodic axis,y,20,Å,20 Å,
49,10.7498_aps.70.20201939,Thermoelectric transport properties of two-dimensional materials &lt;i&gt;X&lt;/i&gt;Te&lt,2021,basis_size,"NAO codes ONLY (SIESTA: DZP, TZP...). Write n/a for plane-wave codes.",n/a,,,,VASP uses plane wave basis
50,W7169923838,,,code,"which DFT package (VASP, Quantum ESPRESSO, SIESTA, CASTEP, ...)",y,VASP,,Vienna ab initio Simulation Package (VASP),
